player_id,name,birth_date,roster_position_code,bats,throws
803596,Rafael Sanchez,8/22/1999,RHS,R,R
702193,Andrew Morris,9/1/2001,RHS,R,R
596082,Jake Reed,9/29/1992,RHR,R,R
667363,Carlos Ocampo,9/3/1998,RHS,R,R
624407,Tzu-Wei Lin,2/15/1994,SS,L,R
691988,Marcos De La Rosa,1/28/2002,SS,S,S
805862,Matt Alifano,12/31/2000,3B,R,R
671246,Fabricio Macias,3/11/1998,CF,R,R
702708,Emaarion Boyd,8/22/2003,OF,R,R
672613,Eliezer Alfonzo,9/23/1999,C,S,R
671913,Damiano Palmegiani,1/24/2000,3B,R,R
672555,Wilfred Astudillo,3/14/2000,C,S,R
657010,Madison Stokes,4/25/1996,3B,R,R
691829,Jiorgeny Casimiri,7/12/2001,RHS,R,R
686317,Edgar Manzo,10/24/2000,RHS,R,R
700370,Felipe De La Cruz,5/26/2001,LHS,L,L
679724,Jared Pettitte,5/28/1998,LHS,L,L
687885,Alex Garbrick,6/4/1998,RHS,R,R
692601,Erick Rodriguez,3/21/2002,RHS,R,R
622246,Bubba Derby,2/24/1994,RHS,L,R
689434,Anders Tolhurst,9/13/1999,RHS,R,R
678364,Hendry Nunez,7/22/1999,RHR,R,R
701183,Drew Irvine,12/17/1999,RHS,S,R
684711,Yonael Dominguez,10/24/2001,RHS,R,R
801432,Eric Reyzelman,6/27/2001,RHS,R,R
701581,David Festa,3/8/2000,RHS,R,R
666796,Jaison Vilera,6/19/1997,RHS,R,R
686925,Nicholas MacDonald,6/11/1998,RHR,R,R
681751,Lazaro Estrada,4/24/1999,RHS,R,R
687797,Nathan Jones,1/6/1997,RHP,R,R
669746,Tommy Eveld,12/30/1993,RHR,R,R
665984,Edison Suriel,10/24/1998,LHR,L,L
687879,Luis Quinones,7/2/1997,RHS,R,R
691399,Braylin Minier,6/11/2003,SS,L,L
675974,Kevin Kendall,6/25/1999,CF,L,R
687488,Zach Huffins,6/16/1999,LF,R,R
692508,Robert Robertis,11/29/2002,OF,L,L
677572,Alvaro Gonzalez,9/16/2000,2B,S,R
687052,Javeon Cody,7/29/1999,LF,R,R
595375,J.T. Riddle,10/12/1991,3B,L,R
682860,Jauri Custodio,9/21/2001,CF,R,R
691437,Adrian Pinto,9/22/2002,IF,R,R
691402,Andruw Salcedo,9/29/2002,C,S,S
656537,Derek Hill,12/30/1995,CF,R,R
687321,Dan Goggin,6/9/1997,RHR,R,R
806643,Kelsey Ward,1/7/2001,LHS,L,L
701549,Jaylen Nowlin,1/29/2001,LHS,L,L
686951,Cy Nielson,2/25/2001,LHP,R,L
805707,Michael Krauza,8/7/1997,RHR,R,R
683474,Soenni Martinez,5/26/2001,LHS,L,L
664082,Michael Boyle,4/12/1994,LHR,R,L
664054,Cody Stashak,6/4/1994,RHR,R,R
699106,Reynardo Cruz,10/24/2001,RHS,R,R
689147,Orion Kerkering,4/4/2001,RHR,R,R
666202,Mitchell Miller,6/13/1997,LHP,L,L
686934,Alex McFarlane,6/9/2001,RHP,R,R
685321,Gabe Bierman,9/3/1999,RHS,R,R
650994,Juan Nunez,1/23/1996,RHR,R,R
666364,Jordan Balazovic,9/17/1998,RHR,R,R
692369,Jose Davila,11/9/2002,RHS,R,R
696275,RJ Petit,9/23/1999,RHS,R,R
678836,Federico Polanco,3/20/2001,2B,L,R
701678,Hao-Yu Lee,2/3/2003,IF,R,R
695490,Edwin Arroyo,8/25/2003,SS,S,S
686634,Chase Estep,4/12/2000,3B,L,R
689909,Jadiel Sanchez,5/10/2001,OF,S,S
672640,Otto Lopez,10/1/1998,2B,R,R
805346,Ben Ross,6/6/2001,SS,R,R
685718,Albert Inoa,12/4/2001,2B,R,R
691449,Roberto Campos,6/14/2003,OF,R,R
689134,Wyatt Hendrie,2/8/1999,C,R,R
700081,Jake Thompson,3/3/1998,OF,L,R
683625,Emmanuel Sanchez,5/30/2001,SS,R,R
689476,Jace Beck,6/14/2000,RHS,R,R
678783,Robert Colina,4/24/2001,RHS,R,R
694357,Ricky Tiedemann,8/18/2002,LHS,L,L
681890,Troy Watson,6/11/1997,RHS,R,R
805673,Zebby Matthews,5/22/2000,RHS,R,R
641743,Anthony Kay,3/21/1995,LHR,L,L
680749,Joseph Menefee,10/6/1999,LHP,L,L
691172,Yosver Zulueta,1/23/1998,RHR,R,R
623471,Justin Dillon,9/5/1993,RHS,R,R
677323,Dennis Boatman,11/20/1999,RHP,R,R
678660,Victor Vargas,9/3/2000,RHP,R,R
685300,Grant Richardson,7/13/1999,CF,L,L
681142,Justice Thompson,7/8/2000,CF,R,R
669363,Jacob Gonzalez,6/26/1998,3B,R,R
691191,Jose Salas,4/26/2003,SS,S,R
688780,Luke Gold,10/10/2000,3B,R,R
680852,Wilfredo Flores,5/14/2000,LF,L,R
678912,Jommer Hernandez,10/20/2000,1B,R,R
656185,Greg Allen,3/15/1993,LF,S,R
683091,Logan Tanner,11/10/2000,C,R,R
685301,Matt Gorski,12/22/1997,LF,R,R
691710,Vincent Perozo,3/6/2003,C,L,R
677954,Jordan Groshans,11/10/1999,3B,R,R
681735,Juan Loyo,3/16/1999,C,R,R
678576,Wilkin Ramos,10/31/2000,RHS,R,R
663869,Chris Holba,8/31/1996,RHS,R,R
694042,Ulices Campos,12/14/2001,RHS,R,R
703596,Karson Milbrandt,4/21/2004,RHS,R,R
805989,Ryan Chasse,12/11/1999,LHS,L,L
687114,Bryce Hubbart,6/28/2001,LHP,L,L
679630,Brett Schulze,11/24/1997,RHP,R,R
681003,Andrew Walling,10/29/1999,LHP,L,L
695244,Jared Wetherbee,8/14/1998,LHP,L,L
695950,Nicolo Pinazzi,10/25/1999,LHS,L,L
673448,Nelfri Contreras,12/25/1998,LHR,S,L
690916,Richard Fitts,12/17/1999,RHS,R,R
656548,Jordan Holloway,6/13/1996,RHS,R,R
699625,Jimmy Crooks,7/19/2001,C,L,R
546318,Odubel Herrera,12/29/1991,CF,L,R
693304,Nick Gonzales,5/27/1999,2B,R,R
546990,Anthony Alford,7/20/1994,LF,R,R
698984,Carlos Pelegrin,6/21/2000,OF,R,R
686960,Nathan Baez,5/17/2001,C,R,R
701675,Nathan Church,7/12/2000,OF,L,L
701177,Nick Cimillo,2/23/2000,C,R,R
677620,Adanson Cruz,10/6/2000,CF,R,R
806334,Alex Amalfi,2/18/2001,RHS,R,R
680891,Jack Neely,6/5/2000,RHR,R,R
701568,Justin Meis,11/23/1999,RHS,R,R
702419,Dameivi Tineo,8/1/2003,LHS,L,L
684846,Develson Aria,3/20/2001,LHR,L,L
684516,Hancel Rincon,4/28/2002,RHS,R,R
686646,Oswald Medina,12/2/2001,RHS,R,R
688609,Hunter Parks,4/28/2001,RHS,R,R
680436,Trenton Wallace,3/31/1999,LHS,L,L
801682,Ryan Boyer,5/4/1997,RHS,R,R
675963,Josh Roberson,5/12/1996,RHS,R,R
688214,Ryan Jennings,6/23/1999,RHR,R,R
681884,DJ Carpenter,2/8/2000,RHP,R,R
664192,Joey Lucchesi,6/6/1993,LHS,L,L
678016,Ian Bedell,9/5/1999,RHP,R,R
682640,Osiel Rodriguez,11/22/2001,RHP,R,R
687493,Luke Brown,3/12/1999,CF,L,R
681198,TJ Rumfield,5/17/2000,3B,L,R
665922,Simon Muzziotti,12/27/1998,CF,L,L
674913,Chad Castillo,4/19/2000,OF,L,R
691708,Junior Tilien,9/9/2002,SS,R,R
692503,Victor Mesia,1/18/2003,C,R,R
686801,Trejyn Fletcher,4/30/2001,CF,R,R
689546,Nick Davila,11/21/1998,RHS,R,R
679025,Jordi Martinez,7/18/2000,LHS,L,L
684725,Zach Messinger,10/4/1999,RHS,R,R
667297,Tommy Nance,3/19/1991,RHR,R,R
681035,Christian Scott,6/15/1999,RHP,R,R
680936,Yomil Maysonet,1/9/2000,RHP,R,R
683742,Jose Franco,11/25/2000,RHS,R,R
693311,Tink Hence,8/6/2002,RHP,R,R
700354,Carlos Marcano,7/8/2003,RHS,R,R
686859,Manuel Medina,3/25/2002,OF,L,L
702055,Logan Campbell,7/22/1999,RHS,R,R
605177,Andrew Chafin,6/17/1990,LHR,R,L
701619,Alfredo Ruiz,3/12/2000,LHS,L,L
702328,Wade Stauss,4/4/1999,C,L,R
701010,Roque Salinas,11/8/2002,OF,L,L
691648,Gregory Leal,2/14/2003,C,R,R
680779,Henry Davis,9/21/1999,C,R,R
672763,Franklin Soto,9/23/1999,SS,R,R
805249,Otto Kemp,9/9/1999,3B,R,R
687363,Victor Scott,2/12/2001,CF,L,L
681252,Jack Anderson,11/23/1999,RHS,R,R
703103,Jordan Carr,7/17/1997,LHS,S,L
678726,Yoelvis Reyes,12/10/1999,LHR,L,L
683583,Yorlin Calderon,8/17/2001,RHS,R,R
804904,Shane Gray,4/18/2000,RHS,R,R
672418,Roy Garcia,8/28/2000,RHR,R,R
692841,Sebastian Rodriguez,10/17/2000,RHS,R,R
672458,Andy Santana,10/27/1999,RHR,R,R
680764,Jared Poland,1/12/2000,SS,R,R
681417,Chase Webster,9/12/1999,RHP,R,R
690580,Jack Dellinger,2/12/1998,RHR,R,R
696160,Jake Rucker,9/14/1999,3B,R,R
676509,Josh Crouch,12/7/1998,C,R,R
687206,Tres Gonzalez,10/4/2000,CF,L,L
694246,Brad Malm,8/19/1999,3B,R,R
678807,Carlos Santiago,7/24/2001,SS,S,R
694271,R.J. Yeager,10/2/1998,SS,R,R
666137,Khalil Lee,6/26/1998,RF,L,L
694976,Osvaldo Tovalin,10/31/1999,3B,L,R
672437,Debby Santana,8/24/2000,3B,R,R
677307,Alex Guerrero,3/10/2000,C,L,R
681679,Stanley Consuegra,9/24/2000,RF,R,R
702571,Jacob Miller,8/10/2003,RHS,R,R
676561,Jeffrey Passantino,9/24/1995,RHR,R,R
702124,Justin Kelly,12/1/1998,RHS,R,R
696062,Bladimir Dotel,9/25/2002,RHS,R,R
701318,Ryan Cardona,5/7/2000,RHS,R,R
805728,Kevin Stevens,1/26/1998,RHS,R,R
689876,Dylan Hall,9/7/1997,RHP,R,R
689939,Joey Steele,11/15/1995,RHR,R,R
682944,Tyrone Yulie,8/4/2001,RHS,R,R
695258,Kris Anglin,8/9/2001,LHS,L,L
693759,Euri Montero,3/28/2002,RHS,R,R
672570,Nathanael Perez,6/5/1998,RHS,R,R
673659,Jose Moreno,8/20/2000,RHS,R,R
668820,Max Kranick,7/21/1997,RHR,R,R
691774,Irv Carter,10/8/2002,RHR,R,R
702130,Danny Watson,10/6/2000,RHR,R,R
801461,Leam Mendez,1/21/2000,RHS,L,R
666200,Jesus Luzardo,9/30/1997,LHS,L,L
692487,Kelvin Perez,9/9/2000,RHS,R,R
683500,Maikol Escotto,6/4/2002,2B,R,R
679788,Jack Rogers,4/5/1999,OF,L,L
689931,Peyton Graham,1/26/2001,SS,R,R
691268,Yiddi Cappe,9/17/2002,SS,R,R
692497,Estiven Machado,10/4/2002,SS,S,S
695074,Alonzo Rubalcaba,2/22/2000,C,R,R
669714,Brady Whalen,1/15/1998,1B,S,R
678962,Daniel Vellojin,3/15/2000,C,L,R
666635,Jonathan Willems,11/7/1998,2B,R,R
665872,Gregory Guerrero,1/20/1999,2B,R,R
666133,Herbert Iser,12/14/1997,C,L,R
681738,Jeffrey Colon,11/9/1999,RHR,R,R
702102,Alex Rao,10/25/1999,RHS,R,R
669622,Anthony Bender,2/3/1995,RHR,R,R
701652,Chris Gerard,11/23/1999,LHS,R,L
684483,Daniel Juarez,9/28/2000,LHR,L,L
681154,Keylan Killgore,9/30/1996,LHR,L,L
676821,Jordan Fowler,3/9/1999,LHP,L,L
669288,Daniel Johnson,7/11/1995,RF,L,L
686984,Marcus Lee Sang,1/2/2001,CF,L,L
666160,Mickey Moniak,5/13/1998,CF,L,R
682625,Antonio Gomez,11/13/2001,C,R,R
686304,Hansel Otamendi,2/15/2002,CF,R,R
687044,Ernie Yake,11/20/1997,SS,L,R
665989,Shervyen Newton,4/24/1999,SS,S,R
687601,Wendell Marrero,11/28/2000,RF,L,L
665828,Oswaldo Cabrera,3/1/1999,3B,S,R
682830,Ilvin Fernandez,9/8/2001,SS,R,R
801740,Karell Paz,8/11/1999,OF,S,R
679972,Arturo De Freitas,5/28/2001,1B,R,R
669858,Fidel Castro,12/26/1998,RF,L,R
678808,Iverson Leonardo,8/21/2001,CF,L,L
686619,Kyle Schmidt,7/13/1997,C,R,R
673235,Junior Melo,5/10/1997,1B,R,R
607572,Sam Howard,3/5/1993,LHR,R,L
686657,Ian Churchill,2/27/1999,LHP,L,L
699011,Luigi Hernandez,9/21/2003,RHS,R,R
674042,Paul Richan,3/26/1997,RHS,R,R
700289,Eliander Alcalde,8/9/2003,RHS,R,R
592135,Cam Bedrosian,10/2/1991,RHR,R,R
681322,Regi Grace Jr.,12/10/1999,RHP,L,R
696064,Geison Urbaez,7/5/2000,RHR,R,R
695294,Tommy McCollum,6/8/1999,RHP,R,R
671358,Juan Abril,3/11/1998,RHS,R,R
676435,Harold Cortijo,9/29/1998,RHS,R,R
642558,Ariel Jurado,1/30/1996,RHS,R,R
692507,Nathanael Perez,4/2/2001,RHS,R,R
695777,Omar Sanchez,4/23/2002,LHR,R,L
683711,Josue Panacual,1/13/2002,RHS,R,R
682990,Quinn Priester,9/16/2000,RHS,R,R
593334,Domingo German,8/4/1992,RHS,R,R
592288,Kent Emanuel,6/4/1992,LHR,L,L
665660,Elvis Alvarado,2/23/1999,RHR,R,R
677312,Zane Mills,7/4/2000,RHS,R,R
690284,Shane Gustafson,10/9/1998,RHR,R,R
689713,Jack Hartman,7/13/1998,RHP,R,R
694381,Trey McLoughlin,6/11/1999,RHS,R,R
690350,Kyle Battle,12/4/1997,CF,R,R
678499,Randy Romero,8/10/1999,CF,R,R
672779,Tucupita Marcano,9/16/1999,SS,L,R
679027,Madison Santos,9/6/1999,CF,L,R
690448,Mike Jarvis,5/12/1998,SS,R,R
683770,Will Robertson,12/26/1997,RF,L,L
681114,Michael Trautwein,9/13/1999,C,L,R
686311,Roblin Heredia,7/22/2002,C,L,R
701833,Jordan Viars,7/18/2003,OF,L,L
671938,Laron Smith,9/16/2000,C,R,R
682632,Adinso Reyes,10/22/2001,SS,R,R
678690,Carlos Aguiar,8/28/2001,LF,L,L
679052,Joelvis Del Rosario,4/16/2001,RHS,R,R
682247,Ted Stuka,5/13/1997,RHR,R,R
801434,Paul Gervase,5/23/2000,RHS,R,R
699309,Joel Diaz,2/26/2004,RHP,R,R
673394,Gabriel Yanez,7/22/1999,LHR,L,L
679923,Carlos Campos,5/10/2001,RHR,R,R
672380,Marco Jimenez,12/6/1999,RHS,R,R
679358,Eric Orze,8/21/1997,RHR,R,R
694298,Nick Dombkowski,8/9/1998,LHP,R,L
660896,Jorge Alcala,7/28/1995,RHR,R,R
702417,Natanael Polanco,4/24/2003,RHS,R,R
680933,Joander Suarez,2/27/2000,RHS,R,R
800723,Trevin Michael,9/15/1997,RHR,R,R
687589,Dom Hamel,3/2/1999,RHP,R,R
664276,Kenlly Montas,5/31/1996,RHR,R,R
687392,Nick Paciorek,6/1/1998,RHR,R,R
682627,Jose De La Cruz,1/3/2002,CF,R,R
687285,Troy Schreffler,10/27/2000,CF,R,R
680664,Eduardo Valencia,1/25/2000,C,R,R
683610,Leandro Pineda,6/4/2002,RF,L,L
671217,Sam Praytor,4/4/1999,C,R,R
668545,Raul Beracierta,5/24/1999,RF,R,R
691181,Emmanuel Rodriguez,2/28/2003,CF,L,L
677593,Luis Garcia,10/1/2000,SS,S,R
677628,Luis Rodriguez,2/26/2000,C,R,R
678011,Anthony Seigler,6/20/1999,C,S,S
683550,Marcos Cabrera,10/10/2001,3B,R,R
676349,Mike Rothenberg,10/5/1998,C,S,R
700658,Chris Rotondo,6/15/1999,OF,R,R
669010,Elijah Cabell,6/30/1999,CF,R,R
702478,Justin Guerrera,1/11/2000,SS,R,R
682997,Tyler Callihan,6/22/2000,3B,L,R
676286,Jan Mercado,8/28/1999,C,R,R
681580,Michael Turconi,6/24/1999,SS,L,R
685734,Victor Lopez,9/2/1999,RHS,R,R
692842,Yunior Thibo,6/24/1998,RHS,R,R
695349,Hayes Heinecke,6/28/1999,LHS,L,L
703148,Raimon Gomez,9/6/2001,RHS,R,R
683674,Julian Valdez,12/13/1998,RHR,R,R
681916,Dylan Smith,5/28/2000,RHP,R,R
682015,Saul Gonzalez,12/28/1999,RHS,R,R
681633,Francisco Jimenez,3/23/1999,RHR,R,R
681938,Angel Reyes,10/17/1997,RHR,R,R
664714,Ljay Newsome,11/8/1996,RHS,R,R
681043,Jake Sweeney,6/14/2000,LHR,L,L
694335,Matt Svanson,1/31/1999,RHP,R,R
678883,Yeuris Jimenez,3/23/2001,RHR,R,R
688011,Cam Wynne,1/11/1999,RHR,R,R
665859,Wilkel Hernandez,4/13/1999,RHS,R,R
683450,Javier Atencio,11/26/2001,LHP,L,L
683616,Rodolfo Nolasco,9/23/2001,RF,R,R
683061,Alexander Vargas,10/29/2001,SS,S,R
695491,Joshua Baez,6/28/2003,OF,R,R
672701,Jose Devers,12/7/1999,SS,L,R
643376,Danny Jansen,4/15/1995,C,R,R
694303,Alex Rodriguez,9/10/1998,C,R,R
700593,Joe DeLuca,8/29/1995,C,S,R
683013,Alan Mejia,7/20/2001,LF,R,R
678798,Jose Rivas,9/5/2000,2B,R,R
682774,Andrick Nava,10/6/2001,C,S,R
682655,Fernando Villalobos,6/24/2002,C,L,L
669868,Reyny Reyes,3/20/1999,SS,R,R
642211,Justin Williams,8/20/1995,RF,L,R
681012,Trevor Holloway,6/22/1997,RHP,R,R
682840,Samuel Perez,11/29/1999,LHR,L,L
685329,Carlos Pena,9/7/1998,LHR,L,L
674967,Cameron Brown,5/12/1998,RHS,L,R
701519,Travis Adams,1/19/2000,RHS,R,R
680622,Carlos Gomez,6/14/1998,RHS,R,R
657240,Julian Merryweather,10/14/1991,RHR,R,R
656958,Cason Sherrod,6/25/1996,RHR,R,R
682448,Jackson Rees,7/30/1994,RHR,R,R
642528,Jonathan Loaisiga,11/2/1994,RHR,R,R
687028,Matt Walker,6/15/1998,LHS,L,L
683020,Gustavo Rodriguez,1/8/2001,RHS,R,R
684937,Hunter McMahon,4/9/1998,RHS,R,R
700177,Owen Holt,4/22/1999,RHS,R,R
681740,Benito Garcia,3/10/2000,RHS,R,R
656412,Alex Faedo,11/12/1995,RHR,R,R
678521,Christopher Burke,8/16/2001,C,L,R
677597,Roberto Chirinos,9/8/2000,SS,R,R
689256,Patrick Romeri,6/29/2001,RF,R,R
696282,Dakota Kotowski,3/26/2000,RF,R,R
672766,Albert Suarez,11/30/1999,2B,L,R
699084,Adriel Sotolongo,4/22/1998,3B,R,R
669460,Kingston Liniak,11/11/1999,CF,R,R
688507,Frank Nigro,8/1/1997,C,R,R
687192,Cade Hunter,11/29/2000,C,L,R
673912,J.T. Hintzen,6/1/1996,RHR,R,R
675781,Kyle Jones,2/7/2000,RHS,L,R
621249,Duane Underwood Jr.,7/20/1994,RHR,R,R
669624,Michael Bienlien,3/19/1998,RHR,R,R
571670,Dylan Floro,12/27/1990,RHR,L,R
703104,Jackson Hicks,2/15/1998,RHS,R,R
687892,Ben Baggett,2/28/1996,RHS,R,R
669441,Chandler Champlain,7/23/1999,RHP,R,R
695366,Holt Jones,5/8/1999,RHS,R,R
675512,Troy Melton,12/3/2000,RHS,R,R
683469,Warren Saunders,12/15/1998,3B,R,R
669945,Chavez Young,7/8/1997,CF,S,R
687072,Jamari Baylor,8/25/2000,2B,R,R
691403,Michel Triana,11/23/1999,3B,L,R
683649,Angeudis Santos,9/19/2001,SS,L,R
667351,Steven Leyton,12/17/1998,SS,R,R
691456,Manuel Sequera,9/28/2002,SS,R,R
693473,Caleb Wurster,9/21/1998,LHP,L,L
696040,Po- Yu Chen,10/2/2001,RHS,L,R
684608,Will Brian,4/25/1999,LHS,L,L
702878,Douglas Orellana,5/1/2002,RHS,R,R
682952,Maycold Leon,4/29/2002,LHS,L,L
700183,Blake Holub,10/23/1998,RHS,R,R
681631,Jose Diaz,5/12/2000,RHR,R,R
696143,Anthony Solometo,12/2/2002,LHS,L,L
682144,Jayvien Sandridge,2/11/1999,LHR,L,L
695648,Micah Ottenbreit,5/7/2003,RHS,R,R
695549,Jackson Jobe,7/30/2002,RHS,R,R
691582,Jean Reyes,8/16/2002,RHS,R,R
687857,Sam Ryan,9/22/1998,RHS,R,R
542585,Jose Cisnero,4/11/1989,RHR,R,R
666163,Ben Rortvedt,9/25/1997,C,L,R
680273,Chris Meyers,4/27/1999,1B,L,R
683152,Michael Curialle,6/16/2001,SS,R,R
681453,Daneurys De La Cruz,4/27/2001,C,R,R
696135,Kahlil Watson,4/16/2003,SS,L,R
671224,Danny Lantigua,3/7/1999,RF,S,R
689328,Ashton Creal,3/23/1999,CF,R,R
691398,Yerlin Confidan,12/16/2002,OF,L,L
695995,Tomas Cleto,10/9/2000,RHS,R,R
681094,Keyshawn Askew,1/5/2000,LHP,L,L
695231,Patrick Pridgen,3/26/1999,RHS,R,R
691453,Edgardo Ibarra,6/2/2003,LHS,L,L
641927,Bailey Ober,7/12/1995,RHS,R,R
677020,Joshua Walker,12/1/1994,LHR,L,L
683677,Johan Montero,8/26/1999,RHR,R,R
682451,Enrique Santana,9/23/1997,RHR,R,R
702238,Malik Binns,1/15/1999,RHR,R,R
668941,JoJo Romero,9/9/1996,LHR,L,L
689359,Dale Stanavich,6/23/1999,LHP,L,L
687209,Zachary Maxwell,1/26/2001,RHP,R,R
701487,Pierson Ohl,9/10/1999,RHS,R,R
687288,Devereaux Harrison,11/8/2000,RHP,R,R
693308,Nick Frasso,10/18/1998,RHP,R,R
667652,Jack Ralston,8/13/1997,RHR,R,R
691893,Jean Cabrera,10/20/2001,RHS,R,R
